Games before prediction,Accuracy,Euclidean Error
1,0.36444444444444446,1.37344694055
2,0.3766666666666667,1.2406915671
3,0.3766666666666667,1.27879638392
4,0.3844444444444445,1.23727911581
5,0.34777777777777774,1.34540509049
6,0.36,1.30251833342
7,0.3555555555555555,1.34671301134
8,0.3966666666666666,1.32873457412
9,0.35,1.40908645218
10,0.3433333333333334,1.35397496015
11,0.35777777777777775,1.36118409563
12,0.3844444444444445,1.25974115047
13,0.37,1.4341282814
14,0.40222222222222226,1.32617741162
15,0.35777777777777775,1.35645572665
16,0.3766666666666667,1.31563147722
17,0.39222222222222225,1.35483679586
18,0.4177777777777778,1.3094070191
19,0.36777777777777776,1.3295869711
20,0.36888888888888893,1.29769898258
21,0.36,1.30967985463
22,0.3433333333333334,1.35903907118
23,0.3977777777777778,1.32123844625
24,0.3733333333333333,1.34740974248
25,0.3633333333333333,1.21151015954
26,0.3766666666666667,1.29384986411
27,0.37777777777777777,1.34238264263
28,0.40888888888888886,1.22005886765
29,0.37111111111111106,1.32731311603
30,0.34444444444444444,1.38075141677
31,0.3977777777777778,1.30554510825
32,0.3566666666666667,1.39789509011
33,0.39,1.3469942947
34,0.38222222222222224,1.42419649254
35,0.4011111111111111,1.25887015771
36,0.37222222222222223,1.29999865009
37,0.36888888888888893,1.42308930436
