Games before prediction,Accuracy,Euclidean Error
1,0.38,1.33145216235
2,0.36777777777777776,1.34574673538
3,0.38555555555555554,1.29444307652
4,0.3966666666666666,1.35056465298
5,0.3733333333333333,1.32080981589
6,0.39555555555555555,1.27220545022
7,0.3488888888888889,1.45538941308
8,0.36,1.32923746888
9,0.38222222222222224,1.41600101403
10,0.3455555555555555,1.40536667916
11,0.3533333333333334,1.40667988239
12,0.3977777777777778,1.31709796118
13,0.3533333333333334,1.46293822847
14,0.35444444444444445,1.3809681272
15,0.37,1.31209419473
16,0.4033333333333333,1.33344909582
17,0.3844444444444445,1.41537953506
18,0.37555555555555553,1.40919199067
19,0.3966666666666666,1.34255053724
20,0.36444444444444446,1.37333945218
21,0.3666666666666667,1.38868814899
22,0.35444444444444445,1.40976493026
23,0.39222222222222225,1.30719053642
24,0.3733333333333333,1.37452218133
25,0.4033333333333333,1.21916745708
26,0.3622222222222222,1.34653805814
27,0.3877777777777778,1.35468510246
28,0.3566666666666667,1.32036748972
29,0.3355555555555556,1.41922342829
30,0.39222222222222225,1.43627388161
31,0.37444444444444447,1.40206747241
32,0.40222222222222226,1.3472044836
33,0.40222222222222226,1.36626400763
34,0.41000000000000003,1.36044118122
35,0.39,1.40538758072
36,0.3522222222222222,1.45087083655
37,0.37888888888888894,1.46293127936
