Games before prediction,Accuracy,Euclidean Error
0,0.4161261261261261,1.25607008627
1,0.5495679012345679,1.12997099906
2,0.5911746031746032,1.09356461682
3,0.6278758169934641,1.05761065853
4,0.6326936026936028,1.04605704868
5,0.6420138888888889,1.03861325032
6,0.6418637992831542,1.04054149258
7,0.6428888888888888,1.0418529165
8,0.6458620689655172,1.03651535931
9,0.6399603174603175,1.03790119906
10,0.6365432098765432,1.04298287924
11,0.6333760683760683,1.04893126781
12,0.6155555555555556,1.06996349848
13,0.6311574074074073,1.05229695103
14,0.6184541062801933,1.06591107231
15,0.6127777777777778,1.07379401058
16,0.6095238095238096,1.07929974229
17,0.5858888888888889,1.10251095427
18,0.6003508771929824,1.08211739598
19,0.5918518518518519,1.09508630004
20,0.5879738562091503,1.09831381094
21,0.59375,1.09773101771
22,0.5578518518518518,1.13377755298
23,0.5887301587301588,1.09802332701
24,0.5796581196581196,1.11791909046
25,0.5939814814814814,1.11488537925
26,0.5778787878787879,1.12641864139
27,0.5298888888888889,1.17558394458
28,0.5803703703703704,1.13802446342
29,0.5662499999999999,1.15768985488
30,0.5631746031746032,1.15292511755
31,0.5685185185185185,1.14405257657
32,0.47,1.24793080154
33,0.5661111111111111,1.14199999807
34,0.5562962962962963,1.14764319581
35,0.5722222222222222,1.14795441011
36,0.6411111111111112,1.10004030647
